VTX, IDX, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD0.z, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD2.z, TEXCOORD3.x, TEXCOORD3.y
20811, 3497, -15.52715,  12.2681, -55.90408,  0.79677,  0.31181, -0.92617, -0.37069, -0.06923,  0.6061,  0.41331
20812, 3498, -15.79003,  12.26776, -51.81387,  0.79677,  0.33605, -0.93622, -0.34623, -0.0602,  0.59282,  0.41331
20813, 2931, -16.21648,  13.71612, -51.91574,  0.7858,  0.33605, -0.93984, -0.33473, -0.06819,  0.59282,  0.41932
20814, 2864, -15.34759,  11.27468, -51.83737,  0.80258,  0.33605, -0.74835, -0.66294, -0.02177,  0.59282,  0.41012
20815, 2863, -14.98913,  11.28125, -55.66336,  0.80261,  0.31358, -0.86156, -0.50106, -0.08158,  0.60513,  0.41011
20816, 2862, -14.68102,  10.74628, -55.5383,  0.81127,  0.31635, -0.83226, -0.54977, -0.0714,  0.60361,  0.40536
20817, 2866, -15.34142,  11.29948, -49.66928,  0.80258,  0.3497, -0.7501, -0.66129,  0.00709,  0.58534,  0.41012
20818, 2864, -15.34759,  11.27468, -51.83737,  0.80258,  0.33605, -0.74835, -0.66294, -0.02177,  0.59282,  0.41012
20819, 2865, -14.68096,  10.74093, -51.83243,  0.81127,  0.33603, -0.62756, -0.77856,  0.00352,  0.59283,  0.40536
20820, 2862, -14.68102,  10.74628, -55.5383,  0.81127,  0.31635, -0.83226, -0.54977, -0.0714,  0.60361,  0.40536
20821, 2865, -14.68096,  10.74093, -51.83243,  0.81127,  0.33603, -0.62756, -0.77856,  0.00352,  0.59283,  0.40536
20822, 2864, -15.34759,  11.27468, -51.83737,  0.80258,  0.33605, -0.74835, -0.66294, -0.02177,  0.59282,  0.41012
20823, 2865, -14.68096,  10.74093, -51.83243,  0.81127,  0.33603, -0.62756, -0.77856,  0.00352,  0.59283,  0.40536
20824, 3608, -14.68096,  10.74093, -49.58859,  0.81127,  0.35021, -0.64574, -0.76356,  6.28188E-07,  0.58506,  0.40536
20825, 2866, -15.34142,  11.29948, -49.66928,  0.80258,  0.3497, -0.7501, -0.66129,  0.00709,  0.58534,  0.41012
20826, 2868, -15.79308,  12.26013, -48.38596,  0.79678,  0.35967, -0.9019, -0.43194,  0.00369,  0.57987,  0.4133
20827, 2867, -15.78924,  12.25893, -49.7446,  0.79677,  0.3497, -0.92269, -0.38296, -0.0445,  0.58534,  0.4133
20828, 2866, -15.34142,  11.29948, -49.66928,  0.80258,  0.3497, -0.7501, -0.66129,  0.00709,  0.58534,  0.41012
20829, 2869, -15.23669,  11.21091, -48.38058,  0.80408,  0.35929, -0.77453, -0.63246,  0.01001,  0.58008,  0.4093
20830, 2866, -15.34142,  11.29948, -49.66928,  0.80258,  0.3497, -0.7501, -0.66129,  0.00709,  0.58534,  0.41012
20831, 3608, -14.68096,  10.74093, -49.58859,  0.81127,  0.35021, -0.64574, -0.76356,  6.28188E-07,  0.58506,  0.40536
20832, 2866, -15.34142,  11.29948, -49.66928,  0.80258,  0.3497, -0.7501, -0.66129,  0.00709,  0.58534,  0.41012
20833, 2869, -15.23669,  11.21091, -48.38058,  0.80408,  0.35929, -0.77453, -0.63246,  0.01001,  0.58008,  0.4093
20834, 2868, -15.79308,  12.26013, -48.38596,  0.79678,  0.35967, -0.9019, -0.43194,  0.00369,  0.57987,  0.4133
20835, 3608, -14.68096,  10.74093, -49.58859,  0.81127,  0.35021, -0.64574, -0.76356,  6.28188E-07,  0.58506,  0.40536
20836, 3650, -14.68096,  10.74093, -48.37729,  0.81127,  0.35931, -0.64574, -0.76355, -2.13680E-07,  0.58007,  0.40536
20837, 2869, -15.23669,  11.21091, -48.38058,  0.80408,  0.35929, -0.77453, -0.63246,  0.01001,  0.58008,  0.4093
20838, 2869, -15.23669,  11.21091, -48.38058,  0.80408,  0.35929, -0.77453, -0.63246,  0.01001,  0.58008,  0.4093
20839, 3650, -14.68096,  10.74093, -48.37729,  0.81127,  0.35931, -0.64574, -0.76355, -2.13680E-07,  0.58007,  0.40536
20840, 3653, -14.68096,  10.74093, -41.54202,  0.81127,  0.40251, -0.79841, -0.60201,  0.01134,  0.5564,  0.40536
20841, 3653, -14.68096,  10.74093, -41.54202,  0.81127,  0.40251, -0.79841, -0.60201,  0.01134,  0.5564,  0.40536
20842, 2937, -15.03155,  11.21343, -41.54202,  0.80408,  0.40255, -0.80311, -0.5957,  0.01241,  0.55637,  0.4093
20843, 2869, -15.23669,  11.21091, -48.38058,  0.80408,  0.35929, -0.77453, -0.63246,  0.01001,  0.58008,  0.4093
20844, 2937, -15.03155,  11.21343, -41.54202,  0.80408,  0.40255, -0.80311, -0.5957,  0.01241,  0.55637,  0.4093
20845, 3653, -14.68096,  10.74093, -41.54202,  0.81127,  0.40251, -0.79841, -0.60201,  0.01134,  0.5564,  0.40536
20846, 3652, -14.68108,  10.74093, -37.98923,  0.81127,  0.4257, -0.8063, -0.5915,  0.00041,  0.54368,  0.40536
20847, 2891, -16.48675,  13.82664, -48.39359,  0.7863,  0.3593, -0.91345, -0.39905, -0.07979,  0.58008,  0.41904
20848, 2890, -16.20519,  13.7976, -49.70389,  0.78577,  0.3497, -0.8724, -0.47991, -0.09281,  0.58534,  0.41934
20849, 2867, -15.78924,  12.25893, -49.7446,  0.79677,  0.3497, -0.92269, -0.38296, -0.0445,  0.58534,  0.4133
20850, 2867, -15.78924,  12.25893, -49.7446,  0.79677,  0.3497, -0.92269, -0.38296, -0.0445,  0.58534,  0.4133
20851, 2868, -15.79308,  12.26013, -48.38596,  0.79678,  0.35967, -0.9019, -0.43194,  0.00369,  0.57987,  0.4133
20852, 2891, -16.48675,  13.82664, -48.39359,  0.7863,  0.3593, -0.91345, -0.39905, -0.07979,  0.58008,  0.41904
20853, 2891, -16.48675,  13.82664, -48.39359,  0.7863,  0.3593, -0.91345, -0.39905, -0.07979,  0.58008,  0.41904
20854, 2928, -16.74975,  14.50904, -49.17984,  0.78161,  0.35384, -0.89258, -0.44115, -0.0932,  0.58306,  0.42162
20855, 2890, -16.20519,  13.7976, -49.70389,  0.78577,  0.3497, -0.8724, -0.47991, -0.09281,  0.58534,  0.41934
20856, 2928, -16.74975,  14.50904, -49.17984,  0.78161,  0.35384, -0.89258, -0.44115, -0.0932,  0.58306,  0.42162
20857, 2931, -16.21648,  13.71612, -51.91574,  0.7858,  0.33605, -0.93984, -0.33473, -0.06819,  0.59282,  0.41932
20858, 2890, -16.20519,  13.7976, -49.70389,  0.78577,  0.3497, -0.8724, -0.47991, -0.09281,  0.58534,  0.41934
20859, 5166,  21.63554,  39.57085,  102.88771,  0.92084,  0.6023,  0.99695,  0.05946,  0.05048,  0.22582,  0.01908
20860, 5165,  21.62138,  39.81835,  102.88545,  0.9241,  0.6023,  0.99699,  0.05751,  0.05198,  0.22678,  0.01908
20861, 5160,  21.60355,  39.83865,  103.20485,  0.92359,  0.59858,  0.99772,  0.05864,  0.03339,  0.22663,  0.01798
20862, 5160,  21.60355,  39.83865,  103.20485,  0.92359,  0.59858,  0.99772,  0.05864,  0.03339,  0.22663,  0.01798
20863, 5161,  21.61771,  39.59818,  103.20772,  0.92084,  0.59858,  0.99766,  0.05961,  0.03352,  0.22582,  0.01798
20864, 5166,  21.63554,  39.57085,  102.88771,  0.92084,  0.6023,  0.99695,  0.05946,  0.05048,  0.22582,  0.01908
20865, 5162,  21.68168,  38.54193,  103.21559,  0.90794,  0.59858,  0.99758,  0.06145,  0.03253,  0.222,  0.01798
20866, 5167,  21.69718,  38.53242,  102.8976,  0.90794,  0.6023,  0.99709,  0.06023,  0.04681,  0.222,  0.01908
20867, 5166,  21.63554,  39.57085,  102.88771,  0.92084,  0.6023,  0.99695,  0.05946,  0.05048,  0.22582,  0.01908
20868, 5166,  21.63554,  39.57085,  102.88771,  0.92084,  0.6023,  0.99695,  0.05946,  0.05048,  0.22582,  0.01908
20869, 5161,  21.61771,  39.59818,  103.20772,  0.92084,  0.59858,  0.99766,  0.05961,  0.03352,  0.22582,  0.01798
20870, 5162,  21.68168,  38.54193,  103.21559,  0.90794,  0.59858,  0.99758,  0.06145,  0.03253,  0.222,  0.01798
20871, 5160,  21.60355,  39.83865,  103.20485,  0.92359,  0.59858,  0.99772,  0.05864,  0.03339,  0.22663,  0.01798
20872, 5165,  21.62138,  39.81835,  102.88545,  0.9241,  0.6023,  0.99699,  0.05751,  0.05198,  0.22678,  0.01908
20873, 5164,  21.57816,  40.57375,  102.87862,  0.93404,  0.6023,  0.99689,  0.05676,  0.05467,  0.22972,  0.01908
20874, 5160,  21.60355,  39.83865,  103.20485,  0.92359,  0.59858,  0.99772,  0.05864,  0.03339,  0.22663,  0.01798
20875, 5151,  21.59245,  40.05078,  105.71846,  0.92359,  0.56986,  0.99695,  0.0696,  0.03538,  0.22663,  0.00949
20876, 5152,  21.60984,  39.81112,  105.70027,  0.92084,  0.56986,  0.99763,  0.06043,  0.03306,  0.22582,  0.00949
20877, 5164,  21.57816,  40.57375,  102.87862,  0.93404,  0.6023,  0.99689,  0.05676,  0.05467,  0.22972,  0.01908
20878, 5159,  21.55985,  40.59432,  103.19356,  0.93404,  0.59858,  0.99764,  0.05745,  0.03767,  0.22972,  0.01798
20879, 5160,  21.60355,  39.83865,  103.20485,  0.92359,  0.59858,  0.99772,  0.05864,  0.03339,  0.22663,  0.01798
20880, 5152,  21.60984,  39.81112,  105.70027,  0.92084,  0.56986,  0.99763,  0.06043,  0.03306,  0.22582,  0.00949
20881, 5161,  21.61771,  39.59818,  103.20772,  0.92084,  0.59858,  0.99766,  0.05961,  0.03352,  0.22582,  0.01798
20882, 5160,  21.60355,  39.83865,  103.20485,  0.92359,  0.59858,  0.99772,  0.05864,  0.03339,  0.22663,  0.01798
20883, 5164,  21.57816,  40.57375,  102.87862,  0.93404,  0.6023,  0.99689,  0.05676,  0.05467,  0.22972,  0.01908
20884, 5142,  21.56565,  40.80767,  102.87648,  0.93744,  0.6023,  0.99693,  0.05382,  0.05691,  0.23072,  0.01908
20885, 5143,  21.54691,  40.82256,  103.19063,  0.9374,  0.59858,  0.9977,  0.05574,  0.03845,  0.23071,  0.01798
20886, 5143,  21.54691,  40.82256,  103.19063,  0.9374,  0.59858,  0.9977,  0.05574,  0.03845,  0.23071,  0.01798
20887, 5159,  21.55985,  40.59432,  103.19356,  0.93404,  0.59858,  0.99764,  0.05745,  0.03767,  0.22972,  0.01798
20888, 5164,  21.57816,  40.57375,  102.87862,  0.93404,  0.6023,  0.99689,  0.05676,  0.05467,  0.22972,  0.01908
20889, 5148,  21.54142,  40.76273,  105.77138,  0.93404,  0.56986,  0.99698,  0.06846,  0.03673,  0.22972,  0.00949
20890, 5159,  21.55985,  40.59432,  103.19356,  0.93404,  0.59858,  0.99764,  0.05745,  0.03767,  0.22972,  0.01798
20891, 5143,  21.54691,  40.82256,  103.19063,  0.9374,  0.59858,  0.9977,  0.05574,  0.03845,  0.23071,  0.01798
20892, 5141,  21.44456,  43.07391,  102.85585,  0.97034,  0.6023,  0.99835,  0.03389,  0.04628,  0.24045,  0.01908
20893, 5144,  21.43937,  42.80009,  103.16383,  0.96618,  0.59858,  0.99835,  0.03477,  0.04564,  0.23922,  0.01798
20894, 5143,  21.54691,  40.82256,  103.19063,  0.9374,  0.59858,  0.9977,  0.05574,  0.03845,  0.23071,  0.01798
20895, 5143,  21.54691,  40.82256,  103.19063,  0.9374,  0.59858,  0.9977,  0.05574,  0.03845,  0.23071,  0.01798
20896, 5142,  21.56565,  40.80767,  102.87648,  0.93744,  0.6023,  0.99693,  0.05382,  0.05691,  0.23072,  0.01908
20897, 5141,  21.44456,  43.07391,  102.85585,  0.97034,  0.6023,  0.99835,  0.03389,  0.04628,  0.24045,  0.01908
20898, 5143,  21.54691,  40.82256,  103.19063,  0.9374,  0.59858,  0.9977,  0.05574,  0.03845,  0.23071,  0.01798
20899, 5147,  21.52525,  40.98969,  105.78859,  0.9374,  0.56986,  0.99693,  0.06765,  0.03938,  0.23071,  0.00949
20900, 5148,  21.54142,  40.76273,  105.77138,  0.93404,  0.56986,  0.99698,  0.06846,  0.03673,  0.22972,  0.00949
20901, 5145,  21.52512,  40.78057,  106.04457,  0.93404,  0.56644,  0.99617,  0.06774,  0.05521,  0.22972,  0.00848
20902, 5148,  21.54142,  40.76273,  105.77138,  0.93404,  0.56986,  0.99698,  0.06846,  0.03673,  0.22972,  0.00949
20903, 5147,  21.52525,  40.98969,  105.78859,  0.9374,  0.56986,  0.99693,  0.06765,  0.03938,  0.23071,  0.00949
20904, 5148,  21.54142,  40.76273,  105.77138,  0.93404,  0.56986,  0.99698,  0.06846,  0.03673,  0.22972,  0.00949
20905, 5145,  21.52512,  40.78057,  106.04457,  0.93404,  0.56644,  0.99617,  0.06774,  0.05521,  0.22972,  0.00848
20906, 5150,  21.57682,  40.07341,  105.98671,  0.92359,  0.56644,  0.99627,  0.06843,  0.05259,  0.22663,  0.00848
20907, 5150,  21.57682,  40.07341,  105.98671,  0.92359,  0.56644,  0.99627,  0.06843,  0.05259,  0.22663,  0.00848
20908, 5151,  21.59245,  40.05078,  105.71846,  0.92359,  0.56986,  0.99695,  0.0696,  0.03538,  0.22663,  0.00949
20909, 5148,  21.54142,  40.76273,  105.77138,  0.93404,  0.56986,  0.99698,  0.06846,  0.03673,  0.22972,  0.00949
20910, 5151,  21.59245,  40.05078,  105.71846,  0.92359,  0.56986,  0.99695,  0.0696,  0.03538,  0.22663,  0.00949
20911, 5150,  21.57682,  40.07341,  105.98671,  0.92359,  0.56644,  0.99627,  0.06843,  0.05259,  0.22663,  0.00848
20912, 5149,  21.59452,  39.83389,  105.96712,  0.92084,  0.56644,  0.99697,  0.05721,  0.05262,  0.22582,  0.00848
20913, 5149,  21.59452,  39.83389,  105.96712,  0.92084,  0.56644,  0.99697,  0.05721,  0.05262,  0.22582,  0.00848
20914, 5152,  21.60984,  39.81112,  105.70027,  0.92084,  0.56986,  0.99763,  0.06043,  0.03306,  0.22582,  0.00949
20915, 5151,  21.59245,  40.05078,  105.71846,  0.92359,  0.56986,  0.99695,  0.0696,  0.03538,  0.22663,  0.00949
20916, 5153,  21.65171,  38.62127,  105.86794,  0.90794,  0.56644,  0.99731,  0.05569,  0.04771,  0.222,  0.00848
20917, 5154,  21.66441,  38.61354,  105.60933,  0.90794,  0.56986,  0.99746,  0.06284,  0.03368,  0.222,  0.00949
20918, 5152,  21.60984,  39.81112,  105.70027,  0.92084,  0.56986,  0.99763,  0.06043,  0.03306,  0.22582,  0.00949
20919, 5152,  21.60984,  39.81112,  105.70027,  0.92084,  0.56986,  0.99763,  0.06043,  0.03306,  0.22582,  0.00949
20920, 5149,  21.59452,  39.83389,  105.96712,  0.92084,  0.56644,  0.99697,  0.05721,  0.05262,  0.22582,  0.00848
20921, 5153,  21.65171,  38.62127,  105.86794,  0.90794,  0.56644,  0.99731,  0.05569,  0.04771,  0.222,  0.00848
20922, 5154,  21.66441,  38.61354,  105.60933,  0.90794,  0.56986,  0.99746,  0.06284,  0.03368,  0.222,  0.00949
20923, 5153,  21.65171,  38.62127,  105.86794,  0.90794,  0.56644,  0.99731,  0.05569,  0.04771,  0.222,  0.00848
20924, 5155,  21.66837,  38.40129,  105.84969,  0.90554,  0.56644,  0.9963,  0.07236,  0.04634,  0.22129,  0.00848
20925, 5162,  21.68168,  38.54193,  103.21559,  0.90794,  0.59858,  0.99758,  0.06145,  0.03253,  0.222,  0.01798
20926, 5154,  21.66441,  38.61354,  105.60933,  0.90794,  0.56986,  0.99746,  0.06284,  0.03368,  0.222,  0.00949
20927, 5156,  21.6807,  38.39534,  105.59297,  0.90554,  0.56986,  0.99685,  0.07276,  0.03164,  0.22129,  0.00949
20928, 5155,  21.66837,  38.40129,  105.84969,  0.90554,  0.56644,  0.9963,  0.07236,  0.04634,  0.22129,  0.00848
20929, 5156,  21.6807,  38.39534,  105.59297,  0.90554,  0.56986,  0.99685,  0.07276,  0.03164,  0.22129,  0.00949
20930, 5154,  21.66441,  38.61354,  105.60933,  0.90794,  0.56986,  0.99746,  0.06284,  0.03368,  0.222,  0.00949
20931, 5156,  21.6807,  38.39534,  105.59297,  0.90554,  0.56986,  0.99685,  0.07276,  0.03164,  0.22129,  0.00949
20932, 5155,  21.66837,  38.40129,  105.84969,  0.90554,  0.56644,  0.9963,  0.07236,  0.04634,  0.22129,  0.00848
20933, 5157,  21.85795,  35.95991,  105.64992,  0.87687,  0.56644,  0.99811,  0.05926,  0.01628,  0.21282,  0.00848
20934, 5156,  21.6807,  38.39534,  105.59297,  0.90554,  0.56986,  0.99685,  0.07276,  0.03164,  0.22129,  0.00949
20935, 5163,  21.69419,  38.34035,  103.21754,  0.90554,  0.59858,  0.9975,  0.063,  0.03201,  0.22129,  0.01798
20936, 5162,  21.68168,  38.54193,  103.21559,  0.90794,  0.59858,  0.99758,  0.06145,  0.03253,  0.222,  0.01798
20937, 5157,  21.85795,  35.95991,  105.64992,  0.87687,  0.56644,  0.99811,  0.05926,  0.01628,  0.21282,  0.00848
20938, 5158,  21.84403,  36.25158,  105.43233,  0.88072,  0.56986,  0.9978,  0.06358,  0.01873,  0.21396,  0.00949
20939, 5156,  21.6807,  38.39534,  105.59297,  0.90554,  0.56986,  0.99685,  0.07276,  0.03164,  0.22129,  0.00949
20940, 5168,  21.70927,  38.333,  102.89925,  0.90554,  0.6023,  0.99696,  0.06298,  0.04581,  0.22129,  0.01908
20941, 5167,  21.69718,  38.53242,  102.8976,  0.90794,  0.6023,  0.99709,  0.06023,  0.04681,  0.222,  0.01908
20942, 5162,  21.68168,  38.54193,  103.21559,  0.90794,  0.59858,  0.99758,  0.06145,  0.03253,  0.222,  0.01798
20943, 5162,  21.68168,  38.54193,  103.21559,  0.90794,  0.59858,  0.99758,  0.06145,  0.03253,  0.222,  0.01798
20944, 5163,  21.69419,  38.34035,  103.21754,  0.90554,  0.59858,  0.9975,  0.063,  0.03201,  0.22129,  0.01798
20945, 5168,  21.70927,  38.333,  102.89925,  0.90554,  0.6023,  0.99696,  0.06298,  0.04581,  0.22129,  0.01908
20946, 5168,  21.70927,  38.333,  102.89925,  0.90554,  0.6023,  0.99696,  0.06298,  0.04581,  0.22129,  0.01908
20947, 5163,  21.69419,  38.34035,  103.21754,  0.90554,  0.59858,  0.9975,  0.063,  0.03201,  0.22129,  0.01798
20948, 5169,  21.83414,  36.16179,  103.24654,  0.88072,  0.59857,  0.9962,  0.08564,  0.01617,  0.21396,  0.01798
20949, 5169,  21.83414,  36.16179,  103.24654,  0.88072,  0.59857,  0.9962,  0.08564,  0.01617,  0.21396,  0.01798
20950, 5170,  21.87028,  35.8019,  102.92262,  0.87687,  0.6023,  0.99652,  0.08185,  0.01586,  0.21282,  0.01908
20951, 5168,  21.70927,  38.333,  102.89925,  0.90554,  0.6023,  0.99696,  0.06298,  0.04581,  0.22129,  0.01908
20952, 5170,  21.87028,  35.8019,  102.92262,  0.87687,  0.6023,  0.99652,  0.08185,  0.01586,  0.21282,  0.01908
20953, 5169,  21.83414,  36.16179,  103.24654,  0.88072,  0.59857,  0.9962,  0.08564,  0.01617,  0.21396,  0.01798
20954, 5158,  21.84403,  36.25158,  105.43233,  0.88072,  0.56986,  0.9978,  0.06358,  0.01873,  0.21396,  0.00949
20955, 5158,  21.84403,  36.25158,  105.43233,  0.88072,  0.56986,  0.9978,  0.06358,  0.01873,  0.21396,  0.00949
20956, 5157,  21.85795,  35.95991,  105.64992,  0.87687,  0.56644,  0.99811,  0.05926,  0.01628,  0.21282,  0.00848
20957, 5170,  21.87028,  35.8019,  102.92262,  0.87687,  0.6023,  0.99652,  0.08185,  0.01586,  0.21282,  0.01908
20958, 5147,  21.52525,  40.98969,  105.78859,  0.9374,  0.56986,  0.99693,  0.06765,  0.03938,  0.23071,  0.00949
20959, 5146,  21.50871,  41.00734,  106.06306,  0.9374,  0.56644,  0.99623,  0.0662,  0.05606,  0.23071,  0.00848
20960, 5145,  21.52512,  40.78057,  106.04457,  0.93404,  0.56644,  0.99617,  0.06774,  0.05521,  0.22972,  0.00848
20961, 5146,  21.50871,  41.00734,  106.06306,  0.9374,  0.56644,  0.99623,  0.0662,  0.05606,  0.23071,  0.00848
20962, 5147,  21.52525,  40.98969,  105.78859,  0.9374,  0.56986,  0.99693,  0.06765,  0.03938,  0.23071,  0.00949
20963, 5172,  21.39115,  42.91998,  105.93312,  0.96618,  0.56986,  0.99506,  0.09228,  0.0366,  0.23922,  0.00949
20964, 5172,  21.39115,  42.91998,  105.93312,  0.96618,  0.56986,  0.99506,  0.09228,  0.0366,  0.23922,  0.00949
20965, 5171,  21.35307,  43.20705,  106.24324,  0.97034,  0.56647,  0.99567,  0.08467,  0.03843,  0.24045,  0.00849
20966, 5146,  21.50871,  41.00734,  106.06306,  0.9374,  0.56644,  0.99623,  0.0662,  0.05606,  0.23071,  0.00848
20967, 5171,  21.35307,  43.20705,  106.24324,  0.97034,  0.56647,  0.99567,  0.08467,  0.03843,  0.24045,  0.00849
20968, 5172,  21.39115,  42.91998,  105.93312,  0.96618,  0.56986,  0.99506,  0.09228,  0.0366,  0.23922,  0.00949
20969, 5144,  21.43937,  42.80009,  103.16383,  0.96618,  0.59858,  0.99835,  0.03477,  0.04564,  0.23922,  0.01798
20970, 5144,  21.43937,  42.80009,  103.16383,  0.96618,  0.59858,  0.99835,  0.03477,  0.04564,  0.23922,  0.01798
20971, 5141,  21.44456,  43.07391,  102.85585,  0.97034,  0.6023,  0.99835,  0.03389,  0.04628,  0.24045,  0.01908
20972, 5171,  21.35307,  43.20705,  106.24324,  0.97034,  0.56647,  0.99567,  0.08467,  0.03843,  0.24045,  0.00849
20973, 4725, -21.59624,  39.83865,  103.20483,  0.92359,  0.59858, -0.99772,  0.05864,  0.03339,  0.93571,  0.06085
20974, 4729, -21.61407,  39.81835,  102.88544,  0.9241,  0.6023, -0.99699,  0.05751,  0.05198,  0.93586,  0.06195
20975, 4731, -21.62823,  39.57085,  102.8877,  0.92084,  0.6023, -0.99695,  0.05946,  0.05048,  0.9349,  0.06195
20976, 4731, -21.62823,  39.57085,  102.8877,  0.92084,  0.6023, -0.99695,  0.05946,  0.05048,  0.9349,  0.06195
20977, 4724, -21.6104,  39.59818,  103.2077,  0.92084,  0.59858, -0.99766,  0.05961,  0.03352,  0.9349,  0.06085
20978, 4725, -21.59624,  39.83865,  103.20483,  0.92359,  0.59858, -0.99772,  0.05864,  0.03339,  0.93571,  0.06085
20979, 4714, -21.60253,  39.81112,  105.70026,  0.92084,  0.56986, -0.99763,  0.06043,  0.03306,  0.9349,  0.05236
20980, 4715, -21.58514,  40.05078,  105.71844,  0.92359,  0.56986, -0.99695,  0.0696,  0.03538,  0.93571,  0.05236
20981, 4725, -21.59624,  39.83865,  103.20483,  0.92359,  0.59858, -0.99772,  0.05864,  0.03339,  0.93571,  0.06085
20982, 4725, -21.59624,  39.83865,  103.20483,  0.92359,  0.59858, -0.99772,  0.05864,  0.03339,  0.93571,  0.06085
20983, 4724, -21.6104,  39.59818,  103.2077,  0.92084,  0.59858, -0.99766,  0.05961,  0.03352,  0.9349,  0.06085
20984, 4714, -21.60253,  39.81112,  105.70026,  0.92084,  0.56986, -0.99763,  0.06043,  0.03306,  0.9349,  0.05236
20985, 4728, -21.57085,  40.57375,  102.8786,  0.93404,  0.6023, -0.99689,  0.05676,  0.05467,  0.9388,  0.06195
20986, 4729, -21.61407,  39.81835,  102.88544,  0.9241,  0.6023, -0.99699,  0.05751,  0.05198,  0.93586,  0.06195
20987, 4725, -21.59624,  39.83865,  103.20483,  0.92359,  0.59858, -0.99772,  0.05864,  0.03339,  0.93571,  0.06085
20988, 4725, -21.59624,  39.83865,  103.20483,  0.92359,  0.59858, -0.99772,  0.05864,  0.03339,  0.93571,  0.06085
20989, 4723, -21.55254,  40.59432,  103.19354,  0.93404,  0.59858, -0.99764,  0.05745,  0.03767,  0.9388,  0.06085
20990, 4728, -21.57085,  40.57375,  102.8786,  0.93404,  0.6023, -0.99689,  0.05676,  0.05467,  0.9388,  0.06195
20991, 4707, -21.5396,  40.82256,  103.19061,  0.9374,  0.59858, -0.9977,  0.05574,  0.03845,  0.93979,  0.06085
20992, 4723, -21.55254,  40.59432,  103.19354,  0.93404,  0.59858, -0.99764,  0.05745,  0.03767,  0.9388,  0.06085
20993, 4710, -21.53411,  40.76273,  105.77136,  0.93404,  0.56986, -0.99698,  0.06846,  0.03673,  0.9388,  0.05236
20994, 4728, -21.57085,  40.57375,  102.8786,  0.93404,  0.6023, -0.99689,  0.05676,  0.05467,  0.9388,  0.06195
20995, 4723, -21.55254,  40.59432,  103.19354,  0.93404,  0.59858, -0.99764,  0.05745,  0.03767,  0.9388,  0.06085
20996, 4707, -21.5396,  40.82256,  103.19061,  0.9374,  0.59858, -0.9977,  0.05574,  0.03845,  0.93979,  0.06085
20997, 4707, -21.5396,  40.82256,  103.19061,  0.9374,  0.59858, -0.9977,  0.05574,  0.03845,  0.93979,  0.06085
20998, 4708, -21.55834,  40.80767,  102.87646,  0.93744,  0.6023, -0.99693,  0.05382,  0.05691,  0.93981,  0.06195
20999, 4728, -21.57085,  40.57375,  102.8786,  0.93404,  0.6023, -0.99689,  0.05676,  0.05467,  0.9388,  0.06195
21000, 4705, -21.43725,  43.07391,  102.85583,  0.97034,  0.6023, -0.99835,  0.03389,  0.04628,  0.94953,  0.06195
21001, 4708, -21.55834,  40.80767,  102.87646,  0.93744,  0.6023, -0.99693,  0.05382,  0.05691,  0.93981,  0.06195
21002, 4707, -21.5396,  40.82256,  103.19061,  0.9374,  0.59858, -0.9977,  0.05574,  0.03845,  0.93979,  0.06085
21003, 4707, -21.5396,  40.82256,  103.19061,  0.9374,  0.59858, -0.9977,  0.05574,  0.03845,  0.93979,  0.06085
21004, 4706, -21.43206,  42.80009,  103.16382,  0.96618,  0.59858, -0.99835,  0.03477,  0.04564,  0.9483,  0.06085
21005, 4705, -21.43725,  43.07391,  102.85583,  0.97034,  0.6023, -0.99835,  0.03389,  0.04628,  0.94953,  0.06195
21006, 4710, -21.53411,  40.76273,  105.77136,  0.93404,  0.56986, -0.99698,  0.06846,  0.03673,  0.9388,  0.05236
21007, 4711, -21.51794,  40.98969,  105.78857,  0.9374,  0.56986, -0.99693,  0.06765,  0.03938,  0.93979,  0.05236
21008, 4707, -21.5396,  40.82256,  103.19061,  0.9374,  0.59858, -0.9977,  0.05574,  0.03845,  0.93979,  0.06085
21009, 4716, -21.56951,  40.07341,  105.98669,  0.92359,  0.56644, -0.99627,  0.06843,  0.05259,  0.93571,  0.05134
21010, 4709, -21.51781,  40.78057,  106.04456,  0.93404,  0.56644, -0.99617,  0.06774,  0.05521,  0.9388,  0.05134
21011, 4710, -21.53411,  40.76273,  105.77136,  0.93404,  0.56986, -0.99698,  0.06846,  0.03673,  0.9388,  0.05236
21012, 4711, -21.51794,  40.98969,  105.78857,  0.9374,  0.56986, -0.99693,  0.06765,  0.03938,  0.93979,  0.05236
21013, 4710, -21.53411,  40.76273,  105.77136,  0.93404,  0.56986, -0.99698,  0.06846,  0.03673,  0.9388,  0.05236
21014, 4709, -21.51781,  40.78057,  106.04456,  0.93404,  0.56644, -0.99617,  0.06774,  0.05521,  0.9388,  0.05134
21015, 4710, -21.53411,  40.76273,  105.77136,  0.93404,  0.56986, -0.99698,  0.06846,  0.03673,  0.9388,  0.05236
21016, 4715, -21.58514,  40.05078,  105.71844,  0.92359,  0.56986, -0.99695,  0.0696,  0.03538,  0.93571,  0.05236
21017, 4716, -21.56951,  40.07341,  105.98669,  0.92359,  0.56644, -0.99627,  0.06843,  0.05259,  0.93571,  0.05134
