VTX, IDX, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD0.z, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD2.z
37, 19,  1.37766,  16.33873,  0.3203,  0.9629,  0.3782,  0.31333, -0.55446,  0.77077
38, 20,  1.11488,  16.25968,  0.18034,  0.9605,  0.4136,  0.06684, -0.82497, -0.56086
39, 19,  1.37766,  16.33873,  0.3203,  0.9629,  0.3782,  0.31333, -0.55446,  0.77077
40, 21,  1.15045,  16.28156,  0.38275,  0.9438,  0.3993,  0.32805, -0.70816,  0.62493
41, 20,  1.11488,  16.25968,  0.18034,  0.9605,  0.4136,  0.06684, -0.82497, -0.56086
42, 22,  0.88553,  16.23438,  0.21811,  0.9434,  0.4356, -0.08171, -0.87591, -0.47521
43, 20,  1.11488,  16.25968,  0.18034,  0.9605,  0.4136,  0.06684, -0.82497, -0.56086
44, 21,  1.15045,  16.28156,  0.38275,  0.9438,  0.3993,  0.32805, -0.70816,  0.62493
45, 22,  0.88553,  16.23438,  0.21811,  0.9434,  0.4356, -0.08171, -0.87591, -0.47521
46, 21,  1.15045,  16.28156,  0.38275,  0.9438,  0.3993,  0.32805, -0.70816,  0.62493
47, 23,  0.9682,  16.25792,  0.4431,  0.9281,  0.4152,  0.22877, -0.74327,  0.62836
48, 24,  0.68778,  16.26557,  0.25902,  0.9291,  0.4537,  0.65445, -0.74386, -0.13535
49, 22,  0.88553,  16.23438,  0.21811,  0.9434,  0.4356, -0.08171, -0.87591, -0.47521
50, 23,  0.9682,  16.25792,  0.4431,  0.9281,  0.4152,  0.22877, -0.74327,  0.62836
51, 23,  0.9682,  16.25792,  0.4431,  0.9281,  0.4152,  0.22877, -0.74327,  0.62836
52, 25,  0.76767,  16.27864,  0.52228,  0.9112,  0.4319,  0.08711, -0.77453,  0.62648
53, 24,  0.68778,  16.26557,  0.25902,  0.9291,  0.4537,  0.65445, -0.74386, -0.13535
54, 24,  0.68778,  16.26557,  0.25902,  0.9291,  0.4537,  0.65445, -0.74386, -0.13535
55, 25,  0.76767,  16.27864,  0.52228,  0.9112,  0.4319,  0.08711, -0.77453,  0.62648
56, 26,  0.57811,  16.31589,  0.49041,  0.9029,  0.4533,  0.06583, -0.80259,  0.59289
57, 27,  0.61737,  16.40532,  0.60239,  0.8903,  0.4444,  0.75782, -0.6514,  0.03658
58, 26,  0.57811,  16.31589,  0.49041,  0.9029,  0.4533,  0.06583, -0.80259,  0.59289
59, 25,  0.76767,  16.27864,  0.52228,  0.9112,  0.4319,  0.08711, -0.77453,  0.62648
60, 25,  0.76767,  16.27864,  0.52228,  0.9112,  0.4319,  0.08711, -0.77453,  0.62648
61, 28,  0.68417,  16.42099,  0.60765,  0.8911,  0.4368,  0.21683, -0.3024,  0.92818
62, 27,  0.61737,  16.40532,  0.60239,  0.8903,  0.4444,  0.75782, -0.6514,  0.03658
63, 29,  0.63004,  16.63082,  0.66257,  0.8663,  0.4364,  0.7329, -0.01424,  0.68018
64, 27,  0.61737,  16.40532,  0.60239,  0.8903,  0.4444,  0.75782, -0.6514,  0.03658
65, 28,  0.68417,  16.42099,  0.60765,  0.8911,  0.4368,  0.21683, -0.3024,  0.92818
66, 32,  1.11802,  16.05932,  0.02183,  0.6769,  0.7776, -0.1645,  0.36404, -0.91653
67, 31,  1.17182,  16.16463,  0.06694,  0.6846,  0.7881,  0.3687,  0.92813,  0.04752
68, 30,  1.14942,  16.00739,  0.04059,  0.6814,  0.7716,  0.78597, -0.41906, -0.45399
69, 32,  1.11802,  16.05932,  0.02183,  0.6769,  0.7776, -0.1645,  0.36404, -0.91653
70, 30,  1.14942,  16.00739,  0.04059,  0.6814,  0.7716,  0.78597, -0.41906, -0.45399
71, 33,  1.05172,  15.9155,  0.05003,  0.6699,  0.7625,  0.38419, -0.79012, -0.47697
72, 33,  1.05172,  15.9155,  0.05003,  0.6699,  0.7625,  0.38419, -0.79012, -0.47697
73, 34,  1.0385,  15.97523,  0.02509,  0.6675,  0.7694, -0.2292,  0.21951, -0.94814
74, 32,  1.11802,  16.05932,  0.02183,  0.6769,  0.7776, -0.1645,  0.36404, -0.91653
75, 34,  1.0385,  15.97523,  0.02509,  0.6675,  0.7694, -0.2292,  0.21951, -0.94814
76, 33,  1.05172,  15.9155,  0.05003,  0.6699,  0.7625,  0.38419, -0.79012, -0.47697
77, 35,  0.87698,  15.87932,  0.07339,  0.6482,  0.7583, -0.16688, -0.82833, -0.53445
78, 35,  0.87698,  15.87932,  0.07339,  0.6482,  0.7583, -0.16688, -0.82833, -0.53445
79, 36,  0.92465,  15.93755,  0.04348,  0.6536,  0.7651, -0.13588,  0.27705, -0.951
80, 34,  1.0385,  15.97523,  0.02509,  0.6675,  0.7694, -0.2292,  0.21951, -0.94814
81, 36,  0.92465,  15.93755,  0.04348,  0.6536,  0.7651, -0.13588,  0.27705, -0.951
82, 35,  0.87698,  15.87932,  0.07339,  0.6482,  0.7583, -0.16688, -0.82833, -0.53445
83, 37,  0.69999,  15.96399,  0.11636,  0.6254,  0.7656, -0.52467, -0.6238, -0.57924
84, 37,  0.69999,  15.96399,  0.11636,  0.6254,  0.7656, -0.52467, -0.6238, -0.57924
85, 38,  0.73943,  15.99758,  0.07031,  0.6305,  0.7708, -0.05635, -0.00506, -0.99827
86, 36,  0.92465,  15.93755,  0.04348,  0.6536,  0.7651, -0.13588,  0.27705, -0.951
87, 39,  0.63501,  16.20266,  0.09909,  0.6136,  0.7897,  0.48436, -0.82073, -0.30297
88, 38,  0.73943,  15.99758,  0.07031,  0.6305,  0.7708, -0.05635, -0.00506, -0.99827
89, 37,  0.69999,  15.96399,  0.11636,  0.6254,  0.7656, -0.52467, -0.6238, -0.57924
90, 40,  0.4337,  16.08847,  0.24472,  0.5968,  0.7734,  0.09681, -0.7442,  0.66091
91, 39,  0.63501,  16.20266,  0.09909,  0.6136,  0.7897,  0.48436, -0.82073, -0.30297
92, 37,  0.69999,  15.96399,  0.11636,  0.6254,  0.7656, -0.52467, -0.6238, -0.57924
93, 43,  0.55262,  15.75483, -2.07033,  0.7886,  0.7557, -0.78813,  0.57783,  0.21024
94, 42,  0.38823,  15.62199, -2.08772,  0.7914,  0.7696, -0.90481, -0.42179, -0.05374
95, 41,  0.57923,  15.66129, -2.03258,  0.7951,  0.7539,  0.11024, -0.78014,  0.61537
96, 43,  0.55262,  15.75483, -2.07033,  0.7886,  0.7557, -0.78813,  0.57783,  0.21024
97, 41,  0.57923,  15.66129, -2.03258,  0.7951,  0.7539,  0.11024, -0.78014,  0.61537
98, 44,  0.72738,  15.77875, -1.9294,  0.7941,  0.7394,  0.46847, -0.59666,  0.65129
